,image,locus,locus_subtype,feature_type_name,feature_subtype_name,notes
271,image: locus_16279.tif,locus_type_name: Unfortified settlement(5 - Very High Confidence),locus_subtype_name: Estancia(5 - Very High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows an area with distinct furrow patterns indicative of agricultural activity. There are also several circular and rectangular outlines scattered throughout, suggestive of domestic structures. The presence of these shapes amidst the furrows indicates a possible blend of farming and habitation activities."
272,image: locus_8583.tif,locus_type_name: Agropastoral Infrastructure(3 - Medium Confidence),locus_subtype_name: Stone faced contour terraces(3 - Medium Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a pattern of round and irregular-shaped clearings surrounded by denser brush, indicative of corral structures. The visibility of circular patterns suggests space for animal enclosures with pathways between them. The density of features implies a complex rather than isolated units."
273,image: locus_20876.tif,locus_type_name: 5 - Very High Confidence;locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Corral(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows faint outlines consistent with corral structures. The lines may represent enclosures used for livestock. The terrain appears mostly flat with minimal vegetation, which is typical for grazing areas."
274,image: locus_11954.tif,locus_type_name: Unfortified settlement(3 - Medium Confidence),locus_subtype_name: Isolated structure(3 - Medium Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image displays a series of sloping fields with what appears to be terracing, suggesting agricultural use. Sparse structures visible in the image might indicate some form of domestic architecture, though they appear secondary to the primary agricultural focus. The terracing is clearly defined, supporting a high confidence for sloping fields classification."
275,image: locus_19148.tif,locus_type_name: Unfortified settlement(5 - Very High Confidence),locus_subtype_name: Estancia(5 - Very High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a rectangular structure which is characteristic of corrals, located near an area of sparse vegetation, suggesting use for animal containment. The structure appears isolated and well-defined."
276,image: locus_15041.tif,locus_type_name: Unfortified settlement(3 - Medium Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Plaza/patio,feature_subtype_name: Patio,"notes: The image shows a terrain with a network of faint lines that suggests possible sloping fields. Scattered dots indicate potential remnants of corral structures or enclosures, although not clearly delineated. The topography visibly slopes downwards, supporting the classification of sloping fields."
277,image: locus_23301.tif,locus_type_name: Unfortified settlement(3 - Medium Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Plaza/patio,feature_subtype_name: Patio,"notes: The image shows a series of terraced sections possibly used for agriculture. There are rectangular and circular outlines suggesting domestic structures, possibly residences or related constructions. The patterns are unclear, indicating erosion or age, with a circular feature at the bottom, indicative of corral structures."
278,image: locus_8705.tif,locus_type_name: Unfortified settlement(5 - Very High Confidence),locus_subtype_name: Estancia(5 - Very High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows two distinct corral structures, one circular and one rectangular, indicating possible areas for livestock containment. The surrounding terrain appears relatively undisturbed, suggesting these are the primary features of interest."
279,image: locus_17155.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a series of raised agricultural beds separated by shallow water channels, characteristic of Waru Waru, an ancient farming technique. The structures in the lower section could suggest communal areas, possibly relating to a Plaza patio."
280,image: locus_27352.tif,locus_type_name: Unfortified settlement(3 - Medium Confidence),locus_subtype_name: Estancia(3 - Medium Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a distinctly circular enclosure consistent with corral structures, set in an open terrain with pathways possibly indicating access for livestock. The surrounding area suggests grazing land with sparse vegetation. Little evidence of additional architectural features was observed."
281,image: locus_16647.tif,locus_type_name: Residential structure;locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a corral-like structure with a possible enclosure visible in the lower section. The surrounding area appears to support some residential features, indicative of domestic architecture. The structures have irregular shapes and are dispersed over the landscape, suggesting a possible settlement linked with grazing activities."
